timestamp_before		timestamp_after       		server_response_time
1405565588.8573437		1405565589.6260633		0.76871967315673828
1405565593.345645		1405565594.3420038		0.99635887145996094
1405565599.0723295		1405565599.5184574		0.44612789154052734
1405565603.1261721		1405565603.580492		0.45431995391845703
1405565608.5528111		1405565609.0183544		0.46554327011108398
1405565613.1342144		1405565613.5851526		0.45093822479248047
1405565617.8704882		1405565618.3347411		0.46425294876098633
1405565622.839798		1405565623.2897081		0.44991016387939453
1405565627.425704		1405565628.2267222		0.80101823806762695
1405565632.4240503		1405565632.8991537		0.47510337829589844
1405565637.461154		1405565637.9538212		0.49266719818115234
1405565641.9730563		1405565642.4268074		0.4537510871887207
1405565646.7893696		1405565647.2383447		0.4489750862121582
1405565650.844162		1405565651.320909		0.47674703598022461
1405565655.7233038		1405565656.17733		0.45402622222900391
1405565659.7522273		1405565660.1989441		0.4467167854309082
1405565664.6295714		1405565665.0825663		0.45299482345581055
1405565668.6951637		1405565669.1590457		0.4638819694519043
1405565672.9262052		1405565673.3807683		0.45456314086914062
1405565677.9545641		1405565678.4041691		0.44960498809814453
1405565683.0643654		1405565683.5260277		0.46166229248046875
1405565687.5430245		1405565687.9987364		0.45571184158325195
1405565692.4099922		1405565693.3119059		0.90191364288330078
1405565696.9090204		1405565697.3559446		0.44692420959472656
1405565700.9562826		1405565701.4088044		0.45252180099487305
1405565705.6846142		1405565706.1333532		0.44873905181884766
1405565711.0429678		1405565711.5067668		0.46379899978637695
1405565715.9083443		1405565716.358964		0.45061969757080078
1405565720.937851		1405565721.4329815		0.49513053894042969
1405565725.0451498		1405565725.4967337		0.4515838623046875
1405565729.1153975		1405565729.579958		0.46456050872802734
1405565734.393827		1405565734.8430576		0.44923067092895508
1405565738.8394775		1405565739.2998562		0.46037864685058594
1405565743.4463472		1405565744.6986189		1.2522716522216797
1405565749.461782		1405565749.9240828		0.46230077743530273
1405565754.3531861		1405565754.8252511		0.47206497192382812
1405565759.6118526		1405565760.1118126		0.49995994567871094
1405565763.3153105		1405565764.0304613		0.71515083312988281
1405565768.6318073		1405565769.0910215		0.45921421051025391
1405565773.9280071		1405565775.4842682		1.5562610626220703
1405565779.4849701		1405565779.9316254		0.4466552734375
1405565784.7468076		1405565785.1952267		0.44841909408569336
1405565788.1542072		1405565788.6060295		0.45182228088378906
1405565793.1153564		1405565793.5807838		0.46542739868164062
1405565798.8926077		1405565799.3941393		0.50153160095214844
1405565803.4073153		1405565803.862855		0.45553970336914062
1405565808.6899405		1405565809.2476687		0.55772829055786133
1405565812.8578806		1405565813.3115964		0.45371580123901367
1405565816.6776505		1405565817.1320372		0.45438671112060547
1405565821.7924595		1405565822.29422		0.50176048278808594
1405565826.8199606		1405565827.5249147		0.70495414733886719
1405565832.4309082		1405565832.8920641		0.46115589141845703
1405565836.262249		1405565836.7094164		0.44716739654541016
1405565841.2279406		1405565841.6962619		0.46832132339477539
1405565845.3006525		1405565845.7482357		0.44758319854736328
1405565850.6690044		1405565851.1349072		0.46590280532836914
1405565855.1551337		1405565855.6566629		0.50152921676635742
1405565859.6795268		1405565860.1519957		0.47246885299682617
1405565863.9109497		1405565864.3629255		0.45197582244873047
1405565868.9449844		1405565869.3925428		0.44755840301513672
1405565872.755722		1405565873.2357631		0.4800410270690918
1405565878.159852		1405565878.6265931		0.46674108505249023
1405565881.8992076		1405565882.3456378		0.44643020629882812
1405565885.7073269		1405565886.1597528		0.45242595672607422
1405565891.2199001		1405565892.2206116		1.0007114410400391
1405565895.4439526		1405565896.0563116		0.61235904693603516
1405565900.4414062		1405565900.8915787		0.45017242431640625
1405565904.512538		1405565904.979969		0.46743106842041016
1405565909.2308321		1405565909.6814156		0.45058345794677734
1405565914.1095009		1405565914.5747099		0.46520900726318359
1405565918.961307		1405565919.4177661		0.45645904541015625
1405565922.3987222		1405565922.9910049		0.59228277206420898
1405565927.1001587		1405565927.5516553		0.45149660110473633
1405565931.5675998		1405565932.0486636		0.4810638427734375
1405565937.3507748		1405565937.8095093		0.45873451232910156
1405565942.3896513		1405565943.3871813		0.99752998352050781
1405565947.0237989		1405565947.4750748		0.45127582550048828
1405565950.8539987		1405565951.3282986		0.47429990768432617
1405565957.0515127		1405565957.5058393		0.45432662963867188
1405565960.4682732		1405565960.9206123		0.45233917236328125
1405565965.0534		1405565965.7979641		0.74456405639648438
1405565970.2141047		1405565970.6633615		0.44925689697265625
1405565975.7278204		1405565976.1765094		0.44868898391723633
1405565980.8624706		1405565981.3199883		0.45751762390136719
1405565984.2874956		1405565984.7497902		0.46229457855224609
1405565988.9021997		1405565989.3645163		0.46231651306152344
1405565993.618681		1405565994.8714752		1.2527942657470703
1405565998.2507601		1405565998.8197131		0.56895303726196289
1405566002.9844742		1405566003.758481		0.77400684356689453
1405566008.8960352		1405566009.3555632		0.45952796936035156
1405566013.5122271		1405566014.1125531		0.6003260612487793
1405566018.8224182		1405566019.279705		0.45728683471679688
1405566023.1583147		1405566023.6102858		0.45197105407714844
1405566027.6221495		1405566028.0731597		0.45101022720336914
1405566031.9492283		1405566032.4092932		0.46006488800048828
1405566036.4575229		1405566036.9121447		0.45462179183959961
1405566041.5565314		1405566042.0068207		0.45028924942016602
1405566046.9025393		1405566047.3547444		0.45220518112182617
1405566051.8845339		1405566052.3378582		0.45332431793212891
1405566056.1106586		1405566056.6122847		0.50162601470947266
1405566060.3464441		1405566060.8350968		0.48865270614624023
1405566065.2479839		1405566065.7020125		0.45402860641479492
1405566069.7119999		1405566070.1630187		0.4510188102722168
1405566074.7228355		1405566075.5074062		0.78457069396972656
1405566079.1277657		1405566079.5788145		0.45104885101318359
1405566083.9887843		1405566085.4653206		1.4765362739562988
1405566089.0822535		1405566089.5345993		0.45234584808349609
1405566092.7293334		1405566093.1800303		0.45069694519042969
1405566097.2128506		1405566098.1168137		0.90396308898925781
